elsol07,2019-10-15 23:40:16,,"RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…"
elojo46,2019-10-15 23:39:43,"Santa Cruz de Tenerife, Islas ",RT @_esther_sanz: ¿Le han preguntado en #ErrejonEH cuántos trabajos en la empresa privada ha tenido?
Kamchatka_H,2019-10-15 23:39:39,España,"RT @maspaisjoven: El trabajo precario de la gente joven no puede sustentar las pensiones de una sociedad cada vez más envejecida.

Necesita…"
belencubillo3,2019-10-15 23:39:12,"Madrid, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
CaldaroneCeres,2019-10-15 23:38:58,,"RT @PODER_T: ""El 28A hicimos nuestro trabajo, fuimos a votar para que España tuviera un gobierno progresista. 

No podemos permitir q el ha…"
carroyofl,2019-10-15 23:38:48,,RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…
Toni_Aguilar440,2019-10-15 23:38:43,,"RT @lechuzeta: #ErrejonEH
Cómo se atreve a proponer nada sobre trabajo si no lo ha hecho en su vida!?
Ud. No ha producido nunca nada, ningu…"
luismurcia21,2019-10-15 23:38:36,"Daya Nueva, España","RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…"
Andreeeamg,2019-10-15 23:38:27,"Barcelona, España","RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn"
Mariaeu13,2019-10-15 23:38:27,MERIDA,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn"
AFCLovefield,2019-10-15 23:38:20,,"RT @Isolda272: Lo que agradezco a Más País, y la gente que lo está levantando, es que no se conforma. No se resigna a tener razón. 

El ret…"
ENDIKA59,2019-10-15 23:38:02,Leganes,"RT @MasHortaleza: En algunos países la legalización, ""regularización y control"" del cannabis, se han traducido en mejor salud pública,  más…"
ENDIKA59,2019-10-15 23:37:36,Leganes,"RT @MasPais_Es: 🎥 Las pensiones tienen que estar blindadas en la Constitución:

1️⃣ Los reformas laborales han creado sueldos precarios…"
ReiviLibgs,2019-10-15 23:37:17,,"RT @MariaJamardoC: ""Fumé porros de chaval, como todo el mundo. Pero yo soy más de salado que de dulce"", Errejón dixit. Pues como todo el mu…"
alejandrafr95,2019-10-15 23:37:13,,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
CaldaroneCeres,2019-10-15 23:36:14,,RT @lordelacebolla: La legalización de la mariguana es una cuestión de regular por salud y por cuestiones fiscales. Nos cargamos las mafias…
CaldaroneCeres,2019-10-15 23:36:05,,"RT @larevistadecar2: La gente que necesita un gobierno es la que no llega a fin de mes, la que no le llega con las pensiones. No llegar a u…"
wallisgo,2019-10-15 23:36:04,"Miami, FL","RT @verukawww: 🐜 Es una vergüenza que un programa que cuenta con una sección para dar voz a animales en adopción no invite a @lau_duart, pr…"
Kamchatka_H,2019-10-15 23:35:37,España,"RT @MasPais_Es: 🎥Necesitamos política útil, aquella que es capaz de llegar a acuerdos, incluso con la gente que no piensa exactamente igual…"
CaldaroneCeres,2019-10-15 23:35:22,,"RT @MasRetiro_: Estoy orgulloso de ser coherente con mis ideas, he aprendido que lo fundamental es la política útil y es la que tiene la ca…"
Kamchatka_H,2019-10-15 23:35:16,España,"RT @EmilioDelgadoOr: Si premiásemos lo bueno y castigásemos lo malo, en vez de hacerlo al revés, España iría mejor. Errejon hace pedagogía…"
Kamchatka_H,2019-10-15 23:35:02,España,RT @EmilioDelgadoOr: Me parece bien que haya quien busque políticos que tensionen. Yo a estas alturas prefiero gente que tenga ideas claras…
CaldaroneCeres,2019-10-15 23:34:09,,"RT @MasRetiro_: ‼️Legalización y regularización de la marihuana 

👉No es legalizarlo y que viva la fiesta, es regular el consumo de cannabi…"
CaldaroneCeres,2019-10-15 23:33:33,,"RT @Kamchatka_H: La gente más humilde es la gente que más necesita un gobierno.
Si existen dudas, que se comprueben nuestros hechos. 
En Ma…"
PacoBermudezHex,2019-10-15 23:33:24,Madrid,"RT @MasPais_Es: 🎥 La economía española debe ser productiva por:

👩‍⚕️La formación de los trabajadores y trabajadoras.
🏙️ Las buenas relacio…"
MendezDublin,2019-10-15 23:33:05,,"RT @lechuzeta: #ErrejonEH
Qué ha producido Ud? Patatas? Metales? Muebles? Maquinaria? Insumos agropecuarios? Fertilizantes? Ha ordeñado? Ha…"
CARPETOVETNICO1,2019-10-15 23:32:43,"Tabarnia, España","RT @em_martinez7: No, Errejón no, la derecha no se ha apropiado de la idea de España, sois la izquierda los que una y otra vez renegáis de…"
AFCLovefield,2019-10-15 23:32:36,,"RT @Kamchatka_H: Los diputados de @MasPais_Es
votaremos a favor de un gobierno progresista. 
Los partidos pueden esperar. 
Primero seremos…"
JoseLuisdel15,2019-10-15 23:32:26,"Sevilla, Ciudad del Betis","RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…"
LoboDavid2604,2019-10-15 23:32:22,"Salamanca, España","RT @paulastyping: “Uno primero es leal al país, y luego a las siglas”. 💙 @ierrejon #ErrejónEH https://t.co/4Gl5E5Z0Xf"
CARPETOVETNICO1,2019-10-15 23:31:57,"Tabarnia, España","RT @Nomaguanto: ¿Habéis visto a Motos preguntar a Errejón si es chavista nada más empezar la entrevista?
Yo tampoco.
#ErrejonEH"
aquilulu,2019-10-15 23:31:47,,RT @MrJoseRosales: Me ha encantado la visión de @ierrejon  sobre el reto histórico que afronta España: no podemos volver a llegar tarde a e…
ricardoyd1,2019-10-15 23:31:34,Ciudad Real;España,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn"
MariaJo32036997,2019-10-15 23:31:32,Vlld. España,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
