user,name,created,tweet,location
Astrid5555,Astrid5555,2019-10-10 23:58:54,RT @albertoluni: Pablo Motos cada vez que intenta dejar en evidencia a Abascal y no lo consigue #SantiagoAbascalEH https://t.co/eWaZckMtn8,
Megawif,Mega,2019-10-10 23:58:53,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Nosotros defendemos la ley de legítima defensa. Que una persona pueda defender su propie…",Embajadores fuera!
israelhaunting,Israelhaunting,2019-10-10 23:58:52,"RT @Mazzinguerzett1: Y después de está gran entrevista que estoy viendo de Santiago Abascal, sin tapujos, sin caer en las trampas y sin mie…",
danisalvita,Daniel a secas de vox❤🇪🇦😘🇪🇦❤,2019-10-10 23:58:52,"RT @MBarraganL: Ahora los progres van a tener trabajo duro para interpretar esta interesante frase.
Ya me diréis
📺 @Santi_ABASCAL en @El_Ho…","Getafe, España"
Cristina25hv,Cristina ♡,2019-10-10 23:58:52,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
Martafonseca__,Marta.,2019-10-10 23:58:51,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…","Madrid, Comunidad de Madrid"
fimalour,fimalour,2019-10-10 23:58:51,RT @jmdelalamo: Ha sido la entrevista más seria que ha hecho El Hormiguero nunca. Es probable que la de los otros candidatos tenga otro ton…,
Skorpionss,JAL,2019-10-10 23:58:50,RT @El_Hormiguero: .@Santi_ABASCAL nos habla sobre sus planteamientos de cara a las elecciones #SantiagoAbascalEH https://t.co/fkYK7Xik6z,"Torremolinos, España"
Megawif,Mega,2019-10-10 23:58:50,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",Embajadores fuera!
martaaguirre_,Fosforitita,2019-10-10 23:58:48,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Granada
IreneAiete,Irene Aiete Fierro,2019-10-10 23:58:48,"RT @diego_rm80: @El_Hormiguero @Santi_ABASCAL @vox_es Pablo motos disculpandose por tener a santiago abascal, que malo es el miedo progre",
iamcoralgb,𝐢𝐭'𝐬 𝐜𝐨𝐦𝐩𝐥𝐢𝐜𝐚𝐭𝐞𝐝,2019-10-10 23:58:48,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
mestremanuel,Manuel Mestre Barea,2019-10-10 23:58:47,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…",
__Haridian__,Haridian,2019-10-10 23:58:47,"RT @diegomrtg: A pesar del #BoicotElHormiguero contra @santi_abascal, o gracias al mismo, la búsqueda ""a qué hora es el hormiguero"" se ha d…",
The_Romer_Crazy,Alberto Romero🇪🇦,2019-10-10 23:58:47,"@hermanntertsch @vox_es @Santi_ABASCAL ¿Qué «autenticidad»? Abascal no ha trabajado en su vida, fue saltando de enc… https://t.co/C3JnIrOWqI",
Astrid5555,Astrid5555,2019-10-10 23:58:47,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",
Claitaita,Clara Sánchez,2019-10-10 23:58:46,"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…","Valencia, Spain"
LauraaTravesi,LAURA TRAVESÍ,2019-10-10 23:58:45,"RT @_David_Iglesias: Dice Abascal: ""no soy homófobo"". En la frase siguiente afirma que ante una adopción, mejor darle el niño a una familia…","Cádiz, España"
ProVida_ProVox,Helensky † 💚,2019-10-10 23:58:45,RT @ldpsincomplejos: Pues me voy a preparar la cena y me voy a sentar a ver a Santi Abascal en El Hormiguero.,No leo DM
Jackie_yo_soy,Jackling,2019-10-10 23:58:44,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",
CoqueMalagueno,Coque el Malagueno,2019-10-10 23:58:43,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…",
mestremanuel,Manuel Mestre Barea,2019-10-10 23:58:41,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",
Megawif,Mega,2019-10-10 23:58:41,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",Embajadores fuera!
Minosotis,Anukis,2019-10-10 23:58:40,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
rickpicklesnchz,Rick Sánchez,2019-10-10 23:58:40,"@Santi_ABASCAL A pesar de que políticamente no podemos estar más alejados,hay ciertos aspectos en los que le doy la… https://t.co/4hbKV0VvxW",
7Reconquistador,711Reconquistador,2019-10-10 23:58:40,"RT @davhierro: Hace 20 años que tuve la suerte de conocer a @Santi_ABASCAL , y hace 5 años que decidí abandonar el @populares porque sabía…",
aje_aguirre,Angeles Aguirre,2019-10-10 23:58:39,"RT @JumaN46077852: @uriahee Pablo Motos me ha parecido mezquino, al preguntarle a Abascal si tiene un arma, si alguna vez le ha quitado el…",
Pablonauts1,Patrick,2019-10-10 23:58:39,"RT @PabloMM: No me opongo a las entrevistas a Abascal, pero el contexto lo es todo. No es lo mismo sentarle frente a un periodista y expone…","Valladolid, España"
rubenfernav,rubén🐝,2019-10-10 23:58:39,"@El_Hormiguero @Santi_ABASCAL NO PUTO ENTIENDO COMO PODÉIS DARLE NI UN MINUTO A ESTE PERSONAJE, QUE PUTO ASCO","Barcelona, España"
xmrbluesky,Samo,2019-10-10 23:58:39,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
angeldiazpino,Ángel Díaz,2019-10-10 23:58:38,@TITO_CID @vox_es @Santi_ABASCAL @El_Hormiguero Hombre Tito. Tampoco te pases ...,Bratislava
Megawif,Mega,2019-10-10 23:58:38,"RT @AgustinRosety: Hoy @Santi_ABASCAL ha estado extraordinario.

La izquierda nos quiere quitar la libertad de expresión.

Nunca nos veréis…",Embajadores fuera!
pacoruizmarina1,Paco Rajato,2019-10-10 23:58:37,"RT @furiabelga: Acaba de decir Abascal que si tuviese poder ordenaría al ministerio del interior detener a Torra. 

Un político diciendo qu…",
mariaangustias7,maria angustias rodr,2019-10-10 23:58:36,RT @El_Hormiguero: .@Santi_ABASCAL nos habla sobre sus planteamientos de cara a las elecciones #SantiagoAbascalEH https://t.co/fkYK7Xik6z,Granada
SeanjeXBOX,un tal Jose Angel no,2019-10-10 23:58:35,"@Joseigbega138 @joseang41434288 Bienquedas?? Pero si es precisamente lo que ha hecho el payaso de abascal hoy, tran… https://t.co/dQrbnnTtjg",Boxeando
TempleCaballero,Caballero del Temple,2019-10-10 23:58:35,RT @natalia_sola6: @El_Hormiguero @Santi_ABASCAL @vox_es Qué piensa @Santi_ABASCAL del menosprecio al que los distintos gobiernos han somet…,
Davidreanse,David A,2019-10-10 23:58:35,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",
AgoizS,Sociópata 💚📗❤💛❤,2019-10-10 23:58:34,"RT @JuanfraEscudero: 🗣Te gustará o no @Santi_ABASCAL pero al menos sabes que NO te está engañando.

Que gusto da cuando un político dice la…","Sí, hombre"
NSRV0,Natty,2019-10-10 23:58:34,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",
SandraortegoR,sandra ortego,2019-10-10 23:58:34,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",madrid
Cristymr,Cmreyes,2019-10-10 23:58:33,@JuanfraEscudero @Santi_ABASCAL totalmente de acuerdo,
Jose47029917,Jose,2019-10-10 23:58:33,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",
Koro75087160,Koro,2019-10-10 23:58:33,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Comunidad de Madrid, España"
raulpaula,carol,2019-10-10 23:58:32,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",
riccenrut,ricardo c,2019-10-10 23:58:30,"@Santi_ABASCAL La imagen del asesino guevara está totalmente distorsionada, muchos jóvenes engañados lo mitifican c… https://t.co/ww7L5gS5zi",
franjaba2,francisco javier bar,2019-10-10 23:58:30,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

A Pablo Motos: ""Estoy preocupado porque has dicho que tenemos sólo 2 diputados en el Cong…",sevilla
itmalla9,Mallol,2019-10-10 23:58:30,"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…","Barcelona, Catalunya, ESP"
Madeinspain77,Madeinspain 🇪🇸,2019-10-10 23:58:30,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…","Murcia, España"
yiyiiiyuuo,Isidro Arcas Díaz,2019-10-10 23:58:29,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,Guarromán 
divergencrites,Divergencrites,2019-10-10 23:58:29,😔qué triste que Abascal no tenga buen feeling con Rivera. Me gustan ambos😍😍,
Megawif,Mega,2019-10-10 23:58:28,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Sí, he toreado pero sin muerte. Y se me secó la boca más que en ésta entrevista"".

 📢 #S…",Embajadores fuera!
amadisdegaula55,@amadisdegaula,2019-10-10 23:58:27,"@AntonioMaestre Vd. Ha leído y comprendido a J. Goebbels. Comparar a Santiago Abascal con un nazi de mierda, es una… https://t.co/ZLhitsSVLW",
RFA__R,RF. 🇪🇦,2019-10-10 23:58:27,"RT @ivanypunto2014: Muy vergonzosa la entrevista. Sacando temas populistas y tratando de dejar mal a Santiago Abascal. Economia, trabajo, s…",🇪🇦 España 
capitanrmz,Cap. Ramírez,2019-10-10 23:58:27,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""En Vistalegre apelé sobre todo a la reconciliación nacional. No puede venir nadie a dict…", Països Tabarneses
silviaparcet,spt...,2019-10-10 23:58:26,Que pesado todo el mundo con la puta entrevista de @Santi_ABASCAL,"Madrid, Comunidad de Madrid"
IvanDivergente,Iván Federico,2019-10-10 23:58:26,"RT @_David_Iglesias: Dice Abascal: ""no soy homófobo"". En la frase siguiente afirma que ante una adopción, mejor darle el niño a una familia…","Santa Cruz de Tenerife, España"
IreneAiete,Irene Aiete Fierro,2019-10-10 23:58:25,"RT @Gaseoso642: @El_Hormiguero @Santi_ABASCAL @vox_es No se casan con nadie en el hormiguero? Jajaja q trola, los de izquierda les molan mu…",
Twitteadora5,Twitteadora,2019-10-10 23:58:25,"RT @casasola_89: Abascal como se le esperaba; en contra del ecologismo, del aborto, de la eutanasia, de la adopción de los homosexuales y a…",
Jesus_Pilero,Jesus Pilero,2019-10-10 23:58:23,RT @marcosgoldc: Que opinan de las palabras de #SantiAbascal? ✊⤵️⤵️ #AbascalEH #ElHormiguero #BoicotAlHormiguero #Abascal #hormiguero #VOXA…,Ecuador
gamolams,jm_gamo,2019-10-10 23:58:23,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…",
Megawif,Mega,2019-10-10 23:58:22,"RT @eledhmel: .@Santi_ABASCAL: ""Estoy en contra de que el aborto sea una práctica eugenésica y anticonceptiva. Es acabar con una vida human…",Embajadores fuera!
arozenax,Fermin Arozena,2019-10-10 23:58:21,"RT @PabloMM: No me opongo a las entrevistas a Abascal, pero el contexto lo es todo. No es lo mismo sentarle frente a un periodista y expone…","Xulapain, Nafarroa"
sophibsaa13,Sophia ✨,2019-10-10 23:58:21,RT @gabrielrufian: Si habéis visto Joker en el cine podéis ver a Abascal en el Hormiguero.,España
prodiastur,prodiastur,2019-10-10 23:58:21,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",
LaTieta1,Gemma Gassó #LlibertatdExpressió,2019-10-10 23:58:20,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
Megawif,Mega,2019-10-10 23:58:18,"RT @eledhmel: Pablo Motos: ""Pareces tan bueno...""
@Santi_ABASCAL: ""Es que soy bueno"".

Doy fe.

#SantiagoAbascalEH https://t.co/vZFouRWZrr",Embajadores fuera!
lupaseluc,ElvenezolanoFeo,2019-10-10 23:58:18,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

"" (Sobre la eutanasia) Nos ponen la reflexión sobre Ramón Sampedro, un hombre en pleno us…",Venezuela
martin_puig19,martin puig,2019-10-10 23:58:17,"RT @hermanntertsch: La autenticidad de @Santi_ABASCAL no tiene rival en la politica española. Nadie, ninguno, ni de lejos. https://t.co/nHB…",
hispanignoto,Hispano Ignoto 🇪🇸,2019-10-10 23:58:17,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Sí es verdad que el PSOE nos ha utilizado para meter miedo: han dicho barbaridades de no…",ESPAÑA
sergiomedher,𝕊𝕖𝕣𝕘𝕚𝕠 𝕄𝕖𝕕𝕚𝕟𝕒,2019-10-10 23:58:17,RT @mrBlau33: España 🇪🇸 ese precioso país donde entrevistar a Pablo Iglesias es chupiguay y entrevistar a Abascal es de fascistas 😂 #Santia…,"Dublín, Irlanda"
historia_2001,Librepensador,2019-10-10 23:58:15,"@AnabelAlonso_of Cuando Abascal definía progre para simplificar, basta poner una foto de Anabel Alonso al lado",España
Astrid5555,Astrid5555,2019-10-10 23:58:15,"RT @JuanfraEscudero: 🗣Abascal en la dura entrevista con Pablo Motos no ha dudado sobre la aberrante Ley de Violencia de Género.

VOX son lo…",
Mara19591,María 1959,2019-10-10 23:58:13,"RT @FrenteMiki: Todos los fachas después de ver a Santiago Abascal en el hormiguero  #SantiagoAbascalEH
 https://t.co/FVAj2o0DuZ",
JoseMol17444282,Jose Molina,2019-10-10 23:58:12,@AntonioJMerchn2 @Santi_ABASCAL @El_Hormiguero En un estado de derecho se puede opinar libremente pero no mentir co… https://t.co/OcIgxeJGbK,
irasynovolveras,Pablo Álvarez,2019-10-10 23:58:12,"RT @nn_dgg: No, mira. Que el fascista de mierda de Abascal se queje de “los intolerantes” me supera. Y los que estéis pensando en venir a r…",
Republic451,Auslandër Republic 451,2019-10-10 23:58:12,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,MENA City
blow_off_valve,Válvula de Escape,2019-10-10 23:58:12,"RT @Alberto__Ans: @antena3com @vox_es @Santi_ABASCAL @El_Hormiguero Ahora cuando vaya Pablo Iglesias le preguntáis por el comunismo, el cha…",España
msmoviedo,Marioviedo,2019-10-10 23:58:12,"RT @Tribunolibre: Hoy #PabloMotos hizo una entrevista totalmente sectárea a @Santi_ABASCAL.
Salieron a la luz todos los mantras con que tra…","Oviedo, España"
prodiastur,prodiastur,2019-10-10 23:58:11,"RT @ftarrio: En mi opinión, Motos (y no solo él) no estaba preparado para enfrentarse cara a cara con alguien que mira siempre a los ojos y…",
Rorschach1980,Rorschach,2019-10-10 23:58:11,"RT @eldiarioes: Piden en redes el #BoicotElHormiguero por entrevistar a Santiago Abascal y ""blanquear"" a Vox https://t.co/DM1JpYlvZQ","Barcelona, España"
SrtaVOX_,🇪🇸💚 𝑺𝒓𝒕𝒂𝑽𝑶𝑿 💚🇪🇸,2019-10-10 23:58:11,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,"Principado de Asturias, España"
vox_alava,Vox Álava 🇪🇸,2019-10-10 23:58:10,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…",Vitoria (España) 
Moseguello,Ŧløκι🇪🇸,2019-10-10 23:58:10,RT @AgustinRosety: Hoy Pablo Motos en @Elhormiguero_A3 ha querido hacerse perdonar el “crimen” de entrevistar a @Santi_ABASCAL haciéndole u…,España
Megawif,Mega,2019-10-10 23:58:10,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…",Embajadores fuera!
Carlos_Perez24,rvvers.,2019-10-10 23:58:10,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,"Alcalá de Henares, España"
racp68,Ricardo Carreras,2019-10-10 23:58:09,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Nosotros defendemos la ley de legítima defensa. Que una persona pueda defender su propie…",
paqueloleas,Valoremos+la CIENCIA,2019-10-10 23:58:09,"RT @DudeTravieso2: ¿Cuántas veces han enfocado al público hoy durante la entrevista a Abascal?

¿Cuánto ha durado el programa?

#VergüenzaA…",ESPAÑA
TROFOVICH,🇪🇸Klaus Trofovich 🇪🇸V. E. R. D. E.🇪🇸🇻🇪,2019-10-10 23:58:08,RT @hermanntertsch: Tiene suerte Motos. Gracias a Santiago Abascal verán el programa quienes jamás lo hacemos. https://t.co/GGj9X1hV7T,Barcelona
WilfredoCNunes,Wilfredo C. Nunes,2019-10-10 23:58:07,"@vox_es @Santi_ABASCAL @El_Hormiguero El porte de arma debe ser mas que un derecho, una obligación ciudadana tal cu… https://t.co/N5NxaNpnY9",Coro Edo. Falcon Venezuela
Jangelfd,🇪🇸Javier A. Fdez.🇪🇸,2019-10-10 23:58:07,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo no tengo ningún miedo a las elecciones. Nuestros votantes son los más leales y muchos…",España
AgoizS,Sociópata 💚📗❤💛❤,2019-10-10 23:58:06,RT @GonzaloFC10: @El_Hormiguero @Montse2004 @Santi_ABASCAL Pablo Motos podría haber sacado una buena entrevista de aquí. En cambio estaba m…,"Sí, hombre"
MalulaCon,malula,2019-10-10 23:58:06,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",Venezuela
Gloria68935258,Gloria,2019-10-10 23:58:06,RT @JuanfraEscudero: 🗣️Los que critican que Pablo Motos entreviste a Santiago Abascal son los mismos que decían que Otegi tenía derecho a s…,
cri_ssss,Cristina Prieto⚡️,2019-10-10 23:58:04,"RT @Barbijaputa: ""Hombre, si hay un niño al que no quiere adoptar nadie, pues que lo adopten los homosexuales"". Santiago ""no soy homófobo""…",Estaré aquí mismo
